timestamp,user,machine,os,action,application_or_sender,url_or_ip,file_or_path,description
2025-05-26 13:34:38,y.ait,PC-192.168.1.105,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 13:35:04,r.kabbaj,PC-192.168.1.102,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 13:36:14,y.ait,PC-192.168.1.104,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 13:37:20,n.elkhlifi,PC-192.168.1.101,Windows10,open_application,Word.exe,,,n.elkhlifi opened Word.exe
2025-05-26 13:37:44,n.elkhlifi,PC-192.168.1.103,Windows10,open_application,Outlook.exe,,,n.elkhlifi opened Outlook.exe
2025-05-26 13:38:28,a.hamidi,PC-192.168.1.101,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 13:38:52,n.elkhlifi,PC-192.168.1.102,Windows10,login_success,,,,User n.elkhlifi logged in
2025-05-26 13:39:32,n.elkhlifi,PC-192.168.1.102,Windows10,open_application,Word.exe,,,n.elkhlifi opened Word.exe
2025-05-26 13:40:54,y.ait,PC-192.168.1.104,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 13:41:59,y.ait,PC-192.168.1.101,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 13:42:27,a.hamidi,PC-192.168.1.103,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 13:43:31,r.kabbaj,PC-192.168.1.103,Windows10,network_connection,,,10.0.0.66,Suspicious connection to 10.0.0.66
2025-05-26 13:44:57,a.hamidi,PC-192.168.1.101,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 13:45:23,a.hamidi,PC-192.168.1.104,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 13:46:09,y.ait,PC-192.168.1.105,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 13:46:16,r.kabbaj,PC-192.168.1.101,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 13:47:15,r.kabbaj,PC-192.168.1.105,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 13:48:39,m.benali,PC-192.168.1.105,Windows10,open_application,Chrome.exe,,,m.benali opened Chrome.exe
2025-05-26 13:48:54,y.ait,PC-192.168.1.105,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 13:50:11,n.elkhlifi,PC-192.168.1.104,Windows10,login_success,,,,User n.elkhlifi logged in
2025-05-26 13:50:50,n.elkhlifi,PC-192.168.1.102,Windows10,open_application,Teams.exe,,,n.elkhlifi opened Teams.exe
2025-05-26 13:51:42,a.hamidi,PC-192.168.1.105,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 13:52:16,r.kabbaj,PC-192.168.1.105,Windows10,file_access,,,C:\Users\r.kabbaj\Documents\project.docx,Opened document
2025-05-26 13:53:03,n.elkhlifi,PC-192.168.1.105,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 13:54:27,n.elkhlifi,PC-192.168.1.103,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 13:54:56,y.ait,PC-192.168.1.102,Windows10,login_success,,,,User y.ait logged in
2025-05-26 13:56:18,n.elkhlifi,PC-192.168.1.105,Windows10,login_success,,,,User n.elkhlifi logged in
2025-05-26 13:56:41,m.benali,PC-192.168.1.103,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 13:57:58,a.hamidi,PC-192.168.1.101,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 13:59:23,y.ait,PC-192.168.1.103,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 14:00:20,r.kabbaj,PC-192.168.1.103,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 14:00:53,y.ait,PC-192.168.1.102,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 14:01:09,m.benali,PC-192.168.1.104,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 14:02:06,m.benali,PC-192.168.1.105,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 14:03:14,a.hamidi,PC-192.168.1.104,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 14:04:13,a.hamidi,PC-192.168.1.105,Windows10,open_application,Outlook.exe,,,a.hamidi opened Outlook.exe
2025-05-26 14:05:27,n.elkhlifi,PC-192.168.1.102,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 14:05:43,r.kabbaj,PC-192.168.1.103,Windows10,open_application,Chrome.exe,,,r.kabbaj opened Chrome.exe
2025-05-26 14:06:10,r.kabbaj,PC-192.168.1.103,Windows10,open_application,Teams.exe,,,r.kabbaj opened Teams.exe
2025-05-26 14:07:09,n.elkhlifi,PC-192.168.1.101,Windows10,open_application,Word.exe,,,n.elkhlifi opened Word.exe
2025-05-26 14:08:10,a.hamidi,PC-192.168.1.103,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 14:09:28,y.ait,PC-192.168.1.103,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 14:09:47,m.benali,PC-192.168.1.105,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 14:10:33,y.ait,PC-192.168.1.104,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 14:11:31,a.hamidi,PC-192.168.1.103,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 14:12:24,y.ait,PC-192.168.1.102,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 14:13:17,a.hamidi,PC-192.168.1.105,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 14:13:58,n.elkhlifi,PC-192.168.1.102,Windows10,open_application,Word.exe,,,n.elkhlifi opened Word.exe
2025-05-26 14:14:18,n.elkhlifi,PC-192.168.1.103,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 14:15:21,r.kabbaj,PC-192.168.1.101,Windows10,file_access,,,C:\Users\r.kabbaj\Documents\project.docx,Opened document
2025-05-26 14:15:32,a.hamidi,PC-192.168.1.105,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 14:15:48,a.hamidi,PC-192.168.1.102,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 14:16:46,y.ait,PC-192.168.1.102,Windows10,login_success,,,,User y.ait logged in
2025-05-26 14:17:20,y.ait,PC-192.168.1.104,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 14:18:47,a.hamidi,PC-192.168.1.105,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 14:19:04,r.kabbaj,PC-192.168.1.105,Windows10,login_success,,,,User r.kabbaj logged in
2025-05-26 14:19:23,y.ait,PC-192.168.1.102,Windows10,open_application,Word.exe,,,y.ait opened Word.exe
2025-05-26 14:20:22,n.elkhlifi,PC-192.168.1.102,Windows10,network_connection,,,10.0.0.66,Suspicious connection to 10.0.0.66
2025-05-26 14:20:29,n.elkhlifi,PC-192.168.1.102,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 14:21:07,y.ait,PC-192.168.1.105,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 14:21:42,n.elkhlifi,PC-192.168.1.102,Windows10,email_clicked,,,http://malicious-site.net,Clicked suspicious link: http://malicious-site.net
2025-05-26 14:22:11,m.benali,PC-192.168.1.105,Windows10,open_application,Word.exe,,,m.benali opened Word.exe
2025-05-26 14:23:40,m.benali,PC-192.168.1.104,Windows10,login_success,,,,User m.benali logged in
2025-05-26 14:24:33,a.hamidi,PC-192.168.1.102,Windows10,open_application,Outlook.exe,,,a.hamidi opened Outlook.exe
2025-05-26 14:24:47,n.elkhlifi,PC-192.168.1.101,Windows10,open_application,Teams.exe,,,n.elkhlifi opened Teams.exe
2025-05-26 14:25:16,n.elkhlifi,PC-192.168.1.101,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 14:25:33,y.ait,PC-192.168.1.103,Windows10,email_clicked,,,http://um6p-reset-password.com,Clicked suspicious link: http://um6p-reset-password.com
2025-05-26 14:26:51,n.elkhlifi,PC-192.168.1.105,Windows10,login_success,,,,User n.elkhlifi logged in
2025-05-26 14:27:48,r.kabbaj,PC-192.168.1.105,Windows10,file_access,,,C:\Users\r.kabbaj\Documents\project.docx,Opened document
2025-05-26 14:28:33,m.benali,PC-192.168.1.104,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 14:28:54,r.kabbaj,PC-192.168.1.104,Windows10,login_success,,,,User r.kabbaj logged in
2025-05-26 14:29:15,y.ait,PC-192.168.1.101,Windows10,email_clicked,,,http://um6p-reset-password.com,Clicked suspicious link: http://um6p-reset-password.com
2025-05-26 14:29:25,n.elkhlifi,PC-192.168.1.102,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 14:29:59,n.elkhlifi,PC-192.168.1.104,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 14:30:25,a.hamidi,PC-192.168.1.103,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 14:31:00,y.ait,PC-192.168.1.105,Windows10,login_success,,,,User y.ait logged in
2025-05-26 14:32:21,n.elkhlifi,PC-192.168.1.102,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 14:33:03,n.elkhlifi,PC-192.168.1.105,Windows10,open_application,Chrome.exe,,,n.elkhlifi opened Chrome.exe
2025-05-26 14:34:28,r.kabbaj,PC-192.168.1.104,Windows10,open_application,Teams.exe,,,r.kabbaj opened Teams.exe
2025-05-26 14:34:51,a.hamidi,PC-192.168.1.103,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 14:35:12,m.benali,PC-192.168.1.105,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 14:35:29,n.elkhlifi,PC-192.168.1.104,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 14:35:59,a.hamidi,PC-192.168.1.101,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 14:36:31,m.benali,PC-192.168.1.103,Windows10,file_access,,,C:\Users\m.benali\Documents\project.docx,Opened document
2025-05-26 14:37:50,r.kabbaj,PC-192.168.1.105,Windows10,open_application,Outlook.exe,,,r.kabbaj opened Outlook.exe
2025-05-26 14:38:14,n.elkhlifi,PC-192.168.1.105,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 14:39:22,r.kabbaj,PC-192.168.1.105,Windows10,file_access,,,C:\Users\r.kabbaj\Documents\project.docx,Opened document
2025-05-26 14:40:22,n.elkhlifi,PC-192.168.1.101,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 14:41:24,y.ait,PC-192.168.1.105,Windows10,login_success,,,,User y.ait logged in
2025-05-26 14:42:06,r.kabbaj,PC-192.168.1.105,Windows10,open_application,Outlook.exe,,,r.kabbaj opened Outlook.exe
2025-05-26 14:42:30,a.hamidi,PC-192.168.1.104,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 14:42:36,a.hamidi,PC-192.168.1.104,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 14:43:02,n.elkhlifi,PC-192.168.1.104,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 14:43:52,m.benali,PC-192.168.1.101,Windows10,login_success,,,,User m.benali logged in
2025-05-26 14:44:08,m.benali,PC-192.168.1.102,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 14:44:52,a.hamidi,PC-192.168.1.102,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 14:45:18,r.kabbaj,PC-192.168.1.103,Windows10,open_application,Word.exe,,,r.kabbaj opened Word.exe
2025-05-26 14:46:11,a.hamidi,PC-192.168.1.105,Windows10,open_application,Word.exe,,,a.hamidi opened Word.exe
2025-05-26 14:47:05,a.hamidi,PC-192.168.1.105,Windows10,open_application,Word.exe,,,a.hamidi opened Word.exe
2025-05-26 14:47:12,r.kabbaj,PC-192.168.1.102,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 14:47:34,r.kabbaj,PC-192.168.1.104,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 14:48:46,n.elkhlifi,PC-192.168.1.102,Windows10,email_clicked,,,http://um6p-reset-password.com,Clicked suspicious link: http://um6p-reset-password.com
2025-05-26 14:49:39,a.hamidi,PC-192.168.1.101,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 14:51:01,m.benali,PC-192.168.1.104,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 14:52:06,y.ait,PC-192.168.1.105,Windows10,open_application,Chrome.exe,,,y.ait opened Chrome.exe
2025-05-26 14:52:15,r.kabbaj,PC-192.168.1.103,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 14:53:12,m.benali,PC-192.168.1.103,Windows10,open_application,Teams.exe,,,m.benali opened Teams.exe
2025-05-26 14:54:34,r.kabbaj,PC-192.168.1.103,Windows10,login_success,,,,User r.kabbaj logged in
2025-05-26 14:55:11,m.benali,PC-192.168.1.105,Windows10,open_application,Teams.exe,,,m.benali opened Teams.exe
2025-05-26 14:55:54,a.hamidi,PC-192.168.1.105,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 14:55:59,m.benali,PC-192.168.1.103,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 14:57:20,r.kabbaj,PC-192.168.1.101,Windows10,email_clicked,,,http://um6p-reset-password.com,Clicked suspicious link: http://um6p-reset-password.com
2025-05-26 14:58:16,n.elkhlifi,PC-192.168.1.105,Windows10,open_application,Chrome.exe,,,n.elkhlifi opened Chrome.exe
2025-05-26 14:59:40,m.benali,PC-192.168.1.103,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 15:00:27,n.elkhlifi,PC-192.168.1.104,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 15:01:47,n.elkhlifi,PC-192.168.1.105,Windows10,email_clicked,,,http://malicious-site.net,Clicked suspicious link: http://malicious-site.net
2025-05-26 15:02:12,n.elkhlifi,PC-192.168.1.101,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 15:02:57,m.benali,PC-192.168.1.102,Windows10,open_application,Teams.exe,,,m.benali opened Teams.exe
2025-05-26 15:04:14,r.kabbaj,PC-192.168.1.101,Windows10,open_application,Chrome.exe,,,r.kabbaj opened Chrome.exe
2025-05-26 15:05:13,a.hamidi,PC-192.168.1.102,Windows10,open_application,Chrome.exe,,,a.hamidi opened Chrome.exe
2025-05-26 15:05:55,m.benali,PC-192.168.1.104,Windows10,login_success,,,,User m.benali logged in
2025-05-26 15:06:27,a.hamidi,PC-192.168.1.102,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 15:07:48,n.elkhlifi,PC-192.168.1.102,Windows10,login_success,,,,User n.elkhlifi logged in
2025-05-26 15:09:02,a.hamidi,PC-192.168.1.102,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 15:09:19,m.benali,PC-192.168.1.105,Windows10,file_access,,,C:\Users\m.benali\Documents\project.docx,Opened document
2025-05-26 15:10:33,r.kabbaj,PC-192.168.1.102,Windows10,network_connection,,,10.0.0.66,Suspicious connection to 10.0.0.66
2025-05-26 15:11:17,n.elkhlifi,PC-192.168.1.103,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 15:12:21,m.benali,PC-192.168.1.102,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 15:12:39,m.benali,PC-192.168.1.102,Windows10,open_application,Word.exe,,,m.benali opened Word.exe
2025-05-26 15:13:29,a.hamidi,PC-192.168.1.101,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 15:13:34,n.elkhlifi,PC-192.168.1.104,Windows10,email_clicked,,,http://malicious-site.net,Clicked suspicious link: http://malicious-site.net
2025-05-26 15:13:45,y.ait,PC-192.168.1.104,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 15:14:36,a.hamidi,PC-192.168.1.104,Windows10,open_application,Word.exe,,,a.hamidi opened Word.exe
2025-05-26 15:16:01,n.elkhlifi,PC-192.168.1.104,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 15:16:40,y.ait,PC-192.168.1.103,Windows10,open_application,Outlook.exe,,,y.ait opened Outlook.exe
2025-05-26 15:17:38,a.hamidi,PC-192.168.1.105,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 15:18:35,n.elkhlifi,PC-192.168.1.101,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 15:19:59,n.elkhlifi,PC-192.168.1.104,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 15:21:12,a.hamidi,PC-192.168.1.103,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 15:21:41,a.hamidi,PC-192.168.1.105,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 15:22:59,m.benali,PC-192.168.1.103,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 15:23:17,m.benali,PC-192.168.1.103,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 15:23:48,r.kabbaj,PC-192.168.1.103,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 15:24:41,y.ait,PC-192.168.1.101,Windows10,open_application,Teams.exe,,,y.ait opened Teams.exe
2025-05-26 15:26:02,m.benali,PC-192.168.1.102,Windows10,file_access,,,C:\Users\m.benali\Documents\project.docx,Opened document
2025-05-26 15:27:17,y.ait,PC-192.168.1.105,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 15:27:28,a.hamidi,PC-192.168.1.104,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 15:27:59,r.kabbaj,PC-192.168.1.104,Windows10,open_application,Chrome.exe,,,r.kabbaj opened Chrome.exe
2025-05-26 15:28:42,a.hamidi,PC-192.168.1.102,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 15:29:53,y.ait,PC-192.168.1.102,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 15:30:15,a.hamidi,PC-192.168.1.102,Windows10,open_application,Teams.exe,,,a.hamidi opened Teams.exe
2025-05-26 15:30:44,a.hamidi,PC-192.168.1.101,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 15:31:39,y.ait,PC-192.168.1.101,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 15:31:51,r.kabbaj,PC-192.168.1.105,Windows10,email_clicked,,,http://um6p-reset-password.com,Clicked suspicious link: http://um6p-reset-password.com
2025-05-26 15:32:59,y.ait,PC-192.168.1.105,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 15:33:33,r.kabbaj,PC-192.168.1.105,Windows10,network_connection,,,185.199.108.153,Suspicious connection to 185.199.108.153
2025-05-26 15:33:55,y.ait,PC-192.168.1.104,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 15:35:20,a.hamidi,PC-192.168.1.105,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 15:36:10,a.hamidi,PC-192.168.1.102,Windows10,network_connection,,,185.199.108.153,Suspicious connection to 185.199.108.153
2025-05-26 15:37:29,r.kabbaj,PC-192.168.1.104,Windows10,open_application,Outlook.exe,,,r.kabbaj opened Outlook.exe
2025-05-26 15:38:49,r.kabbaj,PC-192.168.1.102,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 15:39:32,y.ait,PC-192.168.1.101,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 15:39:55,n.elkhlifi,PC-192.168.1.104,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 15:41:10,y.ait,PC-192.168.1.102,Windows10,open_application,Word.exe,,,y.ait opened Word.exe
2025-05-26 15:41:40,a.hamidi,PC-192.168.1.101,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 15:43:04,a.hamidi,PC-192.168.1.104,Windows10,open_application,Outlook.exe,,,a.hamidi opened Outlook.exe
2025-05-26 15:43:22,m.benali,PC-192.168.1.102,Windows10,file_access,,,C:\Users\m.benali\Documents\project.docx,Opened document
2025-05-26 15:43:41,a.hamidi,PC-192.168.1.104,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 15:44:03,n.elkhlifi,PC-192.168.1.102,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 15:45:03,n.elkhlifi,PC-192.168.1.101,Windows10,open_application,Outlook.exe,,,n.elkhlifi opened Outlook.exe
2025-05-26 15:46:01,m.benali,PC-192.168.1.102,Windows10,login_success,,,,User m.benali logged in
2025-05-26 15:47:00,a.hamidi,PC-192.168.1.105,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 15:47:30,r.kabbaj,PC-192.168.1.105,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 15:48:31,m.benali,PC-192.168.1.105,Windows10,login_success,,,,User m.benali logged in
2025-05-26 15:49:22,n.elkhlifi,PC-192.168.1.103,Windows10,login_success,,,,User n.elkhlifi logged in
2025-05-26 15:50:17,n.elkhlifi,PC-192.168.1.101,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 15:50:54,r.kabbaj,PC-192.168.1.103,Windows10,login_success,,,,User r.kabbaj logged in
2025-05-26 15:51:51,y.ait,PC-192.168.1.102,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 15:52:43,r.kabbaj,PC-192.168.1.102,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 15:54:00,r.kabbaj,PC-192.168.1.105,Windows10,network_connection,,,185.199.108.153,Suspicious connection to 185.199.108.153
2025-05-26 15:55:11,y.ait,PC-192.168.1.102,Windows10,login_success,,,,User y.ait logged in
2025-05-26 15:55:43,m.benali,PC-192.168.1.105,Windows10,open_application,Teams.exe,,,m.benali opened Teams.exe
2025-05-26 15:56:20,m.benali,PC-192.168.1.105,Windows10,file_access,,,C:\Users\m.benali\Documents\project.docx,Opened document
2025-05-26 15:56:30,y.ait,PC-192.168.1.103,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 15:57:09,m.benali,PC-192.168.1.102,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 15:58:31,n.elkhlifi,PC-192.168.1.103,Windows10,login_success,,,,User n.elkhlifi logged in
2025-05-26 15:59:25,r.kabbaj,PC-192.168.1.102,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 15:59:37,m.benali,PC-192.168.1.105,Windows10,open_application,Word.exe,,,m.benali opened Word.exe
2025-05-26 16:00:22,y.ait,PC-192.168.1.102,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 16:01:14,a.hamidi,PC-192.168.1.104,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 16:01:31,y.ait,PC-192.168.1.103,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 16:02:22,r.kabbaj,PC-192.168.1.104,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 16:03:42,n.elkhlifi,PC-192.168.1.105,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 16:04:21,a.hamidi,PC-192.168.1.104,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 16:05:47,m.benali,PC-192.168.1.105,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 16:06:10,a.hamidi,PC-192.168.1.101,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 16:07:38,a.hamidi,PC-192.168.1.103,Windows10,open_application,Word.exe,,,a.hamidi opened Word.exe
2025-05-26 16:08:04,m.benali,PC-192.168.1.104,Windows10,network_connection,,,10.0.0.66,Suspicious connection to 10.0.0.66
2025-05-26 16:09:14,a.hamidi,PC-192.168.1.105,Windows10,open_application,Word.exe,,,a.hamidi opened Word.exe
2025-05-26 16:10:30,m.benali,PC-192.168.1.101,Windows10,open_application,Word.exe,,,m.benali opened Word.exe
2025-05-26 16:11:11,n.elkhlifi,PC-192.168.1.105,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 16:11:42,y.ait,PC-192.168.1.104,Windows10,network_connection,,,185.199.108.153,Suspicious connection to 185.199.108.153
2025-05-26 16:13:06,n.elkhlifi,PC-192.168.1.103,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 16:14:11,a.hamidi,PC-192.168.1.105,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 16:15:23,y.ait,PC-192.168.1.101,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 16:16:19,r.kabbaj,PC-192.168.1.105,Windows10,login_success,,,,User r.kabbaj logged in
2025-05-26 16:17:17,m.benali,PC-192.168.1.104,Windows10,login_success,,,,User m.benali logged in
2025-05-26 16:17:25,a.hamidi,PC-192.168.1.102,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 16:18:18,y.ait,PC-192.168.1.104,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 16:18:36,y.ait,PC-192.168.1.103,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 16:20:01,a.hamidi,PC-192.168.1.104,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 16:20:20,m.benali,PC-192.168.1.104,Windows10,file_access,,,C:\Users\m.benali\Documents\project.docx,Opened document
2025-05-26 16:21:05,a.hamidi,PC-192.168.1.105,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 16:21:56,y.ait,PC-192.168.1.105,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 16:23:25,y.ait,PC-192.168.1.102,Windows10,open_application,Outlook.exe,,,y.ait opened Outlook.exe
